"Painting","Year","Y","Color","Size"
"Episoden aus dem eremitischen Leben by Paolo Uccello",1460,24,"#a67655",0.650980392157
"Die Auferweckung des Lazarus; Altartriptychon; linker Flügel innen; Szene by Nicolas Froment",1461,30,"#bba894",0.733333333333
"Die Auferweckung des Lazarus; Altartriptychon; Mitteltafel by Nicolas Froment",1461,356,"#a22129",0.635294117647
"Marienaltar; Predella by Benozzo Gozzoli",1461,0,"#422f2f",0.258823529412
"Taula del Retaule del Conestable o de l'Epifania (1464-1465) per a la Capella del Palau Reial Major de Barcelona. by Jaume Huguet",1464,11,"#60413a",0.376470588235
"Flügelaltar in St. Peter in Löwen; Einsetzung des Heiligen Abendmahls; linker Flügel; untere Tafel by Dieric Bouts",1464,38,"#bc9b5e",0.737254901961
"Flügelaltar in St. Peter in Löwen; Einsetzung des Heiligen Abendmahls; Mitteltafel by Dieric Bouts",1464,10,"#8a5348",0.541176470588
"Maria mit dem Buch und segnenden Christusknaben by Vincenzo Foppa",1464,3,"#483736",0.282352941176
"Flügelaltar in St. Peter in Löwen; Einsetzung des Heiligen Abendmahls; Gesamtansicht by Dieric Bouts",1464,20,"#4c382e",0.298039215686
"Triptychon der Kreuzigung by Justus van Gent",1464,38,"#a17d3c",0.63137254902
"Vinzenz-Altar; Flügel by Nuno Gonçalves",1465,29,"#b29070",0.698039215686
"Die Darbietung Christi im Tempel by Andrea Mantegna",1465,349,"#3a2327",0.227450980392
"Die Darbietung Christi im Tempel by Andrea Mantegna",1465,23,"#b78d72",0.717647058824
"The presentation of Christ in the temple by Andrea Mantegna",1465,24,"#78563e",0.470588235294
"Presentation of Christ in the temple (Candlemas) by Andrea Mantegna",1465,349,"#3a2327",0.227450980392
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,6,"#3d2c2a",0.239215686275
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,0,"#2d2323",0.176470588235
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,16,"#996450",0.6
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,13,"#55372e",0.333333333333
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,26,"#bf9778",0.749019607843
"Predellatafel zum Hostienwunder; Szene by Paolo Uccello",1465,46,"#f1e6c0",0.945098039216
"Portrait of Carlo de' Medici. by Andrea Mantegna",1466,330,"#42363c",0.258823529412
"Das Jüngste Gericht; Triptychon; Mitteltafel by Hans Memling",1466,0,"#0d0606",0.0509803921569
"Flügelaltar »Die Perle von Brabant«; rechter Flügel by Dieric Bouts",1467,150,"#787e7b",0.494117647059
"Flügelaltar »Die Perle von Brabant«; linker Flügel by Dieric Bouts",1467,30,"#b2916f",0.698039215686
"Triumph des Hl. Thomas von Aquin über Averroes by Benozzo Gozzoli",1468,30,"#8a6b4b",0.541176470588
"Madonna und zwei Engel by Sandro Botticelli",1468,29,"#c4b19e",0.76862745098
"Triumph des Hl. Thomas von Aquin über Averroes; Detail by Benozzo Gozzoli",1468,32,"#bd9360",0.741176470588
"Triumph des Hl. Thomas von Aquin über Averroes; Detail by Benozzo Gozzoli",1468,13,"#734c41",0.450980392157
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,29,"#917e6c",0.56862745098
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,30,"#926538",0.572549019608
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,11,"#4e3d39",0.305882352941
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,35,"#977f5c",0.592156862745
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,18,"#9a7d70",0.603921568627
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,10,"#73483f",0.450980392157
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,32,"#a8a39d",0.658823529412
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,0,"#553c3c",0.333333333333
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,25,"#795d48",0.474509803922
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,334,"#43353b",0.262745098039
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,3,"#503d3c",0.313725490196
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,17,"#7a5b4e",0.478431372549
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,33,"#b0936f",0.690196078431
"Vier Orgelflügel des Ferraneser Doms; mit Heiligen Georg und dem Drachen und einer Verkündigung; Szene by Cosimo Tura",1469,30,"#a99887",0.662745098039
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,29,"#9d7f62",0.61568627451
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,19,"#7e5846",0.494117647059
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,12,"#763f31",0.462745098039
"Fresken mit den Monatsdarstellungen März; April; Mai im Palazzo Schifanoia; Szene by Francesco del Cossa",1469,26,"#9d795c",0.61568627451
"Fortitudo by Sandro Botticelli",1470,15,"#a67868",0.650980392157
"Fortitudo by Sandro Botticelli",1470,29,"#bd8e62",0.741176470588
"Verkündigung an Maria by Alesso Baldovinetti",1470,3,"#9f5f5b",0.623529411765
"Szene rechts by Michael Pacher",1471,1,"#c0605e",0.752941176471
"Altarpiece of the Church Fathers by Michael Pacher",1471,24,"#947f71",0.580392156863
"Szene innen by Michael Pacher",1471,18,"#743011",0.454901960784
"Kirchenväteraltar; rechter Flügel innen; Szene by Michael Pacher",1471,36,"#2e2210",0.180392156863
"Madonna mit Hl. Antonius der Große und betendem Stifter by Hans Memling",1472,20,"#351c0f",0.207843137255
"Madonna; Fragment by Francesco del Cossa",1472,28,"#967c65",0.588235294118
"Die Rückkehr Judiths nach Bethulia by Sandro Botticelli",1472,223,"#dfe5f5",0.960784313725
"Die Auffindung des enthaupteten Holofernes by Sandro Botticelli",1472,22,"#8b4f2b",0.545098039216
"Die Triumphzüge des Federico da Montefeltro und der Battista Sforza by Piero della Francesca",1472,41,"#76643d",0.462745098039
"Die Triumphzüge des Federico da Montefeltro und der Battista Sforza by Piero della Francesca",1472,38,"#705a34",0.439215686275
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; rechter Flügel by Francesco del Cossa",1473,26,"#b78e6e",0.717647058824
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; linker Flügel by Francesco del Cossa",1473,14,"#673f32",0.403921568627
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; rechter Flügel by Francesco del Cossa",1473,8,"#713e35",0.443137254902
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; rechter Flügel by Francesco del Cossa",1473,219,"#737a88",0.533333333333
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; linker Flügel by Francesco del Cossa",1473,19,"#5a3929",0.352941176471
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; rechter Flügel by Francesco del Cossa",1473,10,"#281916",0.156862745098
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; Mitteltafel by Francesco del Cossa",1473,18,"#4d3429",0.301960784314
"Maria im Rosenhag by Martin Schongauer",1473,10,"#6e3c32",0.43137254902
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; Aufsatz auf linken Flügel mit Hl. Petrus by Francesco del Cossa",1473,8,"#502a24",0.313725490196
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; Aufsatz auf rechten Flügel mit Hl. Johannes der Täufer by Francesco del Cossa",1473,19,"#744630",0.454901960784
"Freskenzyklus by Andrea Mantegna",1473,259,"#939197",0.592156862745
"Freskenzyklus in der im Palazzo Duccale in Mantua by Andrea Mantegna",1473,222,"#737d96",0.588235294118
"Freskenzyklus by Andrea Mantegna",1473,33,"#d0c9c0",0.81568627451
"Freskenzyklus by Andrea Mantegna",1473,36,"#beb7ac",0.745098039216
"Griffoni-Altar; ursprl. Griffonikapelle in der San Petronio in Bologna; Aufsatz auf Mitteltafel mit Hl. Vinzenz Ferrer by Francesco del Cossa",1473,0,"#fcfcfc",0.988235294118
"Griffoni-Altar; Predellatafel; Szene by Ercole de' Roberti",1473,14,"#5a3428",0.352941176471
"Griffoni-Altar; Predellatafel; Szene by Ercole de' Roberti",1473,27,"#97765b",0.592156862745
"vault fresco detail by Andrea Mantegna",1473,264,"#2d2b30",0.188235294118
"Griffoni-Altar; Predellatafel; Szene by Ercole de' Roberti",1473,23,"#946e56",0.580392156863
"Roverella-Altar für St. Giorgio in Ferrara; Haupttafel; Szene by Cosimo Tura",1474,17,"#8e5e4b",0.556862745098
"Thronender Hl. Dominikus von Silos mit den 7 Kardinaltugenden by Bartolomé Bermejo",1474,27,"#af7c50",0.686274509804
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,50,"#bebdb8",0.745098039216
"Porträt einer Edeldame (Ginevra Benci?); Detail by Leonardo da Vinci",1474,44,"#a59e8a",0.647058823529
"Roverella-Altar für St. Giorgio in Ferrara; Fragment der linken Tafel; Szene by Cosimo Tura",1474,352,"#2c1c1e",0.172549019608
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,31,"#42382d",0.258823529412
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,34,"#9c8a71",0.611764705882
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,19,"#8e7d75",0.556862745098
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,20,"#433d3a",0.262745098039
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,53,"#2d2c24",0.176470588235
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,38,"#79756e",0.474509803922
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,23,"#695e57",0.411764705882
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,33,"#695a47",0.411764705882
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,22,"#65544a",0.396078431373
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,24,"#654f40",0.396078431373
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,320,"#3c3339",0.235294117647
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,31,"#a79076",0.654901960784
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,42,"#c7c3b9",0.780392156863
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,35,"#9d9b98",0.61568627451
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,27,"#5c554f",0.360784313725
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,30,"#b5a799",0.709803921569
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,28,"#614f3f",0.380392156863
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,354,"#382d2e",0.219607843137
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,23,"#60554e",0.376470588235
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,17,"#b0a9a6",0.690196078431
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,34,"#ada8a1",0.678431372549
"Portrait of a Man by Antonello da Messina",1474,10,"#601f11",0.376470588235
"Roverella-Altar für St. Giorgio in Ferrara; Haupttafel; Szene by Cosimo Tura",1474,27,"#a28166",0.635294117647
"Freskenzyklus in der Camera degli Sposi im Palazzo Duccale in Mantua; Szene by Andrea Mantegna",1474,3,"#2d1d1c",0.176470588235
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,29,"#bca187",0.737254901961
"Ginevra de' Benci by Leonardo da Vinci",1474,25,"#776456",0.466666666667
"Roverella-Altar für St. Giorgio in Ferrara; Predella; Szene by Cosimo Tura",1474,17,"#75432f",0.458823529412
"Roverella-Altar für St. Giorgio in Ferrara; Predella; Szene by Cosimo Tura",1474,24,"#b6a091",0.713725490196
"Roverella-Altar für St. Giorgio in Ferrara; Predella; Szene by Cosimo Tura",1474,13,"#47251b",0.278431372549
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,30,"#ad9882",0.678431372549
"Thronende Madonna; Hl. Petronius und Hl. Evangelist Johannes by Francesco del Cossa",1474,2,"#483130",0.282352941176
"Freskenzyklus in der Camera degli Sposi im Palazzo Ducale in Mantua; Szene by Andrea Mantegna",1474,20,"#a37760",0.639215686275
"Thronender Hl. Dominikus mit den 7 Kardinaltugenden; Detail by Bartolomé Bermejo",1474,320,"#281923",0.156862745098
"Roverella-Altar für St. Giorgio in Ferrara; Lünettenbekrönung; Szene by Cosimo Tura",1474,6,"#57332f",0.341176470588
"Anbetung der Heiligen Drei Könige. by Hieronymus Bosch",1475,0,"#342a2a",0.203921568627
"Heilige Familie by Martin Schongauer",1475,3,"#c3443b",0.764705882353
"Schmerzenmutter mit totem Christus by Hans Memling",1475,33,"#d0b899",0.81568627451
"Der Zauberkünstler; Detail by Hieronymus Bosch",1475,29,"#d9c2ac",0.850980392157
"Epiphanie-Triptychon; Mitteltafel by Hieronymus Bosch",1475,16,"#674f46",0.403921568627
"Epiphanie-Triptychon; Mitteltafel by Hieronymus Bosch",1475,28,"#dab696",0.854901960784
"Tisch mit Szenen zu den sieben Todsünden und den letzten vier Dingen; Szene by Hieronymus Bosch",1475,19,"#a98a7b",0.662745098039
"Epiphanie-Triptychon; linker Flügel by Hieronymus Bosch",1475,25,"#c5a58e",0.772549019608
"Tisch mit Szenen zu den sieben Todsünden und den letzten vier Dingen; Szene by Hieronymus Bosch",1475,20,"#e8cbbc",0.909803921569
"Tisch mit Szenen zu den sieben Todsünden und den letzten vier Dingen; Szene by Hieronymus Bosch",1475,15,"#262322",0.149019607843
"Tisch mit Szenen zu den sieben Todsünden und den letzten vier Dingen; Szene by Hieronymus Bosch",1475,11,"#86564b",0.525490196078
"Tisch mit Szenen zu den sieben Todsünden und den letzten vier Dingen; Szene by Hieronymus Bosch",1475,11,"#ad6655",0.678431372549
"Der Zauberkünstler [Detail]. by Hieronymus Bosch",1475,32,"#cb8b3d",0.796078431373
"Portinari-Altar; Gesamtansicht by Hugo van der Goes",1476,36,"#e1b369",0.882352941176
"Fresken mit Monatsdarstellungen im Palazzo Schifanoia; Szene by Cosimo Tura",1476,26,"#97806e",0.592156862745
"Fresken mit Monatsdarstellungen im Palazzo Schifanoia; Szene by Ercole de' Roberti",1476,14,"#674e46",0.403921568627
"Portinari-Altar; linker Flügel by Hugo van der Goes",1476,327,"#533947",0.325490196078
"Portinari-Altar; Mitteltafel; Szene by Hugo van der Goes",1476,28,"#b58b66",0.709803921569
"Fresken mit Monatsdarstellungen im Palazzo Schifanoia; Szene by Cosimo Tura",1476,0,"#534242",0.325490196078
"Portinari-Altar; Gesamtansicht by Hugo van der Goes",1476,22,"#42291a",0.258823529412
"Portinari-Altar; Gesamtansicht by Hugo van der Goes",1476,26,"#452d1a",0.270588235294
"Detail of fresco with Cardinal Giovanni Della Rovere and Pope Sixtus IV by Melozzo da Forlì",1477,2,"#9a2721",0.603921568627
"Madonna mit der Nelke; Detail by Leonardo da Vinci",1478,355,"#61373a",0.380392156863
"Madonna of the Carnation by Leonardo da Vinci",1478,27,"#c5b2a2",0.772549019608
"Madonna mit der Nelke; Detail by Leonardo da Vinci",1478,38,"#dbcfba",0.858823529412
"Madonna mit der Nelke; Detail by Leonardo da Vinci",1478,8,"#7f5953",0.498039215686
"Madonna mit der Nelke; Detail by Leonardo da Vinci",1478,30,"#c4b5a6",0.76862745098
"Madonna mit der Nelke; Detail by Leonardo da Vinci",1478,340,"#422a32",0.258823529412
"Verkündigung an Maria by Unknown.",1478,15,"#60443a",0.376470588235
"Verkündigung an Maria; Detail by Leonardo da Vinci",1478,53,"#d0cdb4",0.81568627451
"Triptychon der Mystischen Hochzeit der Hl. Katharina von Alexandrien; rechter Außenflügel by Hans Memling",1479,65,"#40422b",0.258823529412
"Triptychon der Mystischen Hochzeit der Hl. Katharina von Alexandrien; linker Flügel by Hans Memling",1479,10,"#1c1716",0.109803921569
"Triptychon der Mystischen Hochzeit der Hl. Katharina von Alexandrien; linker Außenflügel by Hans Memling",1479,37,"#30291d",0.188235294118
"Triptychon der Mystischen Hochzeit der Hl. Katharina von Alexandrien; linker Flügel by Hans Memling",1479,18,"#786258",0.470588235294
"Triptychon der Mystischen Hochzeit der Hl. Katharina von Alexandrien; rechter Flügel by Hans Memling",1479,36,"#9d8868",0.61568627451
"Triptychon der Mystischen Hochzeit der Hl. Katharina von Alexandrien; Mitteltafel by Hans Memling",1479,16,"#a55b40",0.647058823529
"Die Sibylle von Tibur; die dem Kaiser Augustus weissagt by NA",1480,13,"#4d3129",0.301960784314
"Portrait of Giuliano da Sangallo. by Piero di Cosimo",1480,210,"#4c759f",0.623529411765
"Porträt einer Dame by Hans Memling",1480,11,"#31201c",0.192156862745
"بورتريه للسلطان محمد الفاتح للرسام جنتيلي بلليني; 1480 by Gentile Bellini",1480,29,"#ae9175",0.682352941176
"Szenen aus dem Leben Mariä; Detail by Hans Memling",1480,18,"#754935",0.458823529412
"Heimsuchung; Szene by Piero di Cosimo",1480,7,"#572b25",0.341176470588
"Szenen aus dem Leben Mariä; Detail by Hans Memling",1480,45,"#ddcb92",0.866666666667
"Heimsuchung; Szene by Piero di Cosimo",1480,25,"#ab8569",0.670588235294
